"name","geo_point_2d","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.40737462043762,67,67,1,"2012-10"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",7.05289268493652,42,42,1,"2012-10"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.42594528198242,61,61,1,"2012-10"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.87985825538635,54,51,0.944444444444444,"2012-10"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",15.4145584106445,54,35,0.648148148148148,"2012-11"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.52085614204407,71,52,0.732394366197183,"2012-11"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.96218764781952,65,60,0.923076923076923,"2012-11"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",3.88291835784912,54,41,0.759259259259259,"2012-11"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",2.91960573196411,44,44,1,"2012-11"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.07466316223145,50,50,1,"2012-11"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",3.44514179229736,24,24,1,"2012-11"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",2.71415853500366,43,43,1,"2012-11"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.80646634101868,48,45,0.9375,"2012-11"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.58004724979401,95,90,0.947368421052632,"2012-11"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",6.93274068832397,42,36,0.857142857142857,"2012-11"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",5.47723722457886,42,42,1,"2012-11"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",3.3616828918457,69,69,1,"2012-11"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",10.8826856613159,27,7,0.259259259259259,"2012-11"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.60880827903748,37,37,1,"2012-11"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",4.23682737350464,50,38,0.76,"2012-11"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",2.88611197471619,67,67,1,"2012-11"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.29535365104675,61,55,0.901639344262295,"2012-11"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.62012052536011,67,41,0.611940298507463,"2012-11"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",7.03087520599365,42,33,0.785714285714286,"2012-11"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.87839245796204,61,61,1,"2012-11"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.06616306304932,54,48,0.888888888888889,"2012-11"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",12.84801197052,54,27,0.5,"2012-12"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.13259935379028,71,54,0.76056338028169,"2012-12"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.21528720855713,65,57,0.876923076923077,"2012-12"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.12311697006226,54,40,0.740740740740741,"2012-12"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.17060017585754,44,42,0.954545454545455,"2012-12"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.3491747379303,50,50,1,"2012-12"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",3.73590350151062,24,24,1,"2012-12"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.14389872550964,43,43,1,"2012-12"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.15728998184204,48,38,0.791666666666667,"2012-12"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.8704172372818,95,86,0.905263157894737,"2012-12"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",5.9796895980835,42,29,0.69047619047619,"2012-12"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",5.9597544670105,42,38,0.904761904761905,"2012-12"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.16417407989502,69,69,1,"2012-12"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",11.4094409942627,27,5,0.185185185185185,"2012-12"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.83838248252869,37,37,1,"2012-12"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",5.89853715896606,50,41,0.82,"2012-12"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.65448713302612,67,67,1,"2012-12"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.64000654220581,61,56,0.918032786885246,"2012-12"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.70150566101074,67,36,0.537313432835821,"2012-12"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",7.03190326690674,42,33,0.785714285714286,"2012-12"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.91599440574646,61,45,0.737704918032787,"2012-12"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.41680145263672,54,42,0.777777777777778,"2012-12"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",13.4033946990967,54,53,0.981481481481482,"2013-01"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.1086802482605,71,71,1,"2013-01"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.9205025434494,65,65,1,"2013-01"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",3.86621785163879,54,54,1,"2013-01"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",2.64382338523865,44,44,1,"2013-01"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",2.58209872245789,50,50,1,"2013-01"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",2.95776748657227,24,24,1,"2013-01"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",2.75699400901794,43,43,1,"2013-01"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",2.36822414398193,48,48,1,"2013-01"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.44599366188049,95,95,1,"2013-01"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",5.30884790420532,42,42,1,"2013-01"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",4.25209808349609,42,42,1,"2013-01"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",2.834153175354,69,69,1,"2013-01"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",5.69462728500366,27,27,1,"2013-01"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.41836285591125,37,37,1,"2013-01"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",4.7252049446106,50,50,1,"2013-01"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",2.45031785964966,67,67,1,"2013-01"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.16518044471741,61,61,1,"2013-01"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",2.5987024307251,67,67,1,"2013-01"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",6.26000595092773,42,40,0.952380952380952,"2013-01"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",3.00116658210754,61,61,1,"2013-01"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.35354483127594,54,52,0.962962962962963,"2013-01"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",17.9079265594482,54,54,1,"2013-02"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.92807912826538,71,64,0.901408450704225,"2013-02"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.10083866119385,65,65,1,"2013-02"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",4.80644512176514,54,54,1,"2013-02"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.27898216247559,44,44,1,"2013-02"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.18595480918884,50,50,1,"2013-02"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",3.39016366004944,24,24,1,"2013-02"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.30278372764587,43,43,1,"2013-02"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.22874045372009,48,48,1,"2013-02"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.67540276050568,95,95,1,"2013-02"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",5.9393253326416,42,42,1,"2013-02"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.61104249954224,42,42,1,"2013-02"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.04687786102295,69,69,1,"2013-02"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.60564231872559,27,27,1,"2013-02"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.92238807678223,37,37,1,"2013-02"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.77886962890625,50,49,0.98,"2013-02"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.3547146320343,67,67,1,"2013-02"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.57024025917053,61,61,1,"2013-02"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.34753656387329,67,67,1,"2013-02"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.8543472290039,42,41,0.976190476190476,"2013-02"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.57930469512939,61,61,1,"2013-02"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.886958360672,54,54,1,"2013-02"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",26.1334209442139,54,54,1,"2013-03"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.27358055114746,71,67,0.943661971830986,"2013-03"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.61960005760193,65,65,1,"2013-03"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.26836490631104,54,54,1,"2013-03"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.04390478134155,44,44,1,"2013-03"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.31757926940918,50,50,1,"2013-03"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.97790575027466,24,24,1,"2013-03"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.39594888687134,43,43,1,"2013-03"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.92766571044922,48,48,1,"2013-03"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.29942393302917,95,95,1,"2013-03"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.81440830230713,42,42,1,"2013-03"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.4027853012085,42,42,1,"2013-03"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.25283813476562,69,69,1,"2013-03"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",10.7741289138794,27,27,1,"2013-03"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.71881604194641,37,37,1,"2013-03"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.43683576583862,50,50,1,"2013-03"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.37273025512695,67,67,1,"2013-03"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.18959093093872,61,61,1,"2013-03"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.53269338607788,67,67,1,"2013-03"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.4362688064575,42,42,1,"2013-03"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.28352451324463,61,61,1,"2013-03"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.50092458724976,54,51,0.944444444444444,"2013-03"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",12.4259481430054,54,54,1,"2013-04"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.04459381103516,71,66,0.929577464788732,"2013-04"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.39753293991089,65,65,1,"2013-04"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.35732984542847,54,54,1,"2013-04"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.98583650588989,44,44,1,"2013-04"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.59144639968872,50,50,1,"2013-04"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.11727094650269,24,24,1,"2013-04"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.54381370544434,43,43,1,"2013-04"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",4.03180027008057,48,48,1,"2013-04"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.07543516159058,95,95,1,"2013-04"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.26969861984253,42,42,1,"2013-04"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.12822961807251,42,42,1,"2013-04"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.66808366775513,69,69,1,"2013-04"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",6.73254108428955,27,27,1,"2013-04"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.36321353912354,37,37,1,"2013-04"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.50506782531738,50,48,0.96,"2013-04"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.43620681762695,67,67,1,"2013-04"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.99802184104919,61,61,1,"2013-04"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.84758234024048,67,62,0.925373134328358,"2013-04"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",9.48139667510986,42,41,0.976190476190476,"2013-04"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.04621171951294,61,61,1,"2013-04"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.6305456161499,54,50,0.925925925925926,"2013-04"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",18.16921043396,54,54,1,"2013-05"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.59927797317505,71,68,0.957746478873239,"2013-05"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.43144035339355,65,65,1,"2013-05"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.42690324783325,54,54,1,"2013-05"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.27828025817871,44,44,1,"2013-05"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.13286066055298,50,50,1,"2013-05"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.12447357177734,24,24,1,"2013-05"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.72750973701477,43,43,1,"2013-05"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.98038554191589,48,48,1,"2013-05"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.97905898094177,95,95,1,"2013-05"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",9.20625877380371,42,42,1,"2013-05"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.8637170791626,42,42,1,"2013-05"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.05789804458618,69,69,1,"2013-05"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",10.4977979660034,27,27,1,"2013-05"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.5271418094635,37,37,1,"2013-05"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.62853050231934,50,50,1,"2013-05"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.37034511566162,67,67,1,"2013-05"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.24093127250671,61,61,1,"2013-05"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.56370639801025,67,67,1,"2013-05"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.9527530670166,42,42,1,"2013-05"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.17599630355835,61,61,1,"2013-05"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.67283487319946,54,54,1,"2013-05"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",NA,54,0,0,"2013-06"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",NA,71,0,0,"2013-06"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",NA,65,0,0,"2013-06"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",NA,54,0,0,"2013-06"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",NA,44,0,0,"2013-06"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",NA,50,0,0,"2013-06"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",NA,24,0,0,"2013-06"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",NA,43,0,0,"2013-06"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",NA,48,0,0,"2013-06"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",NA,95,0,0,"2013-06"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",NA,42,0,0,"2013-06"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",NA,42,0,0,"2013-06"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",NA,69,0,0,"2013-06"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",NA,27,0,0,"2013-06"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",NA,37,0,0,"2013-06"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",NA,50,0,0,"2013-06"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",NA,67,0,0,"2013-06"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",NA,61,0,0,"2013-06"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",NA,67,0,0,"2013-06"
